Title,Affiliation,Authors
How Could Companion Robots Be Useful in Rural Schools?,"['Department of Psychological Medicine, University of Auckland, Auckland, New Zealand', 'Occupational Therapy, Tufts University, Boston, MA, USA', 'Department of Electrical and Computer Engineering, University of Auckland, Auckland, New Zealand', 'La Salle, Ramon Lull University, Barcelona, Spain']","['Elizabeth Broadbent\xa0&\xa0Hayley Robinson', 'Danielle Alexis Feerst', 'Seung Ho Lee,\xa0Ho Seok Ahn\xa0&\xa0Bruce A. MacDonald', 'Jordi Albo-Canals']"
A Pilot Study of the KIBO Robot in Children with Severe ASD,"['Center for Engineering Education and Outreach, Tufts University, Boston, USA', 'DevTech Research Group, Tufts University, Boston, USA', 'Amsterdam School of Communication Research (ASCoR), University of Amsterdam, Amsterdam, The Netherlands', 'Robotics Lab, Windesheim Flevoland, Almere, The Netherlands']","['Jordi Albo-Canals\xa0&\xa0Daniel Hannon', 'Emily Relkin,\xa0Kaitlyn Leidl\xa0&\xa0Marina Umaschi Bers', 'Alexandre Barco Martelo', 'Marcel Heerink\xa0&\xa0Martina Heinemann']"
Guidelines for Designing Social Robots as Second Language Tutors,"['Centre for Robotics and Neural Systems, Plymouth University, Plymouth, UK', 'IDLab – imec, Ghent University, Ghent, Belgium', 'Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, The Netherlands', 'Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Bielefeld, Germany', 'Department of Special Education: Cognitive and Motor Disabilities, Utrecht University, Utrecht, The Netherlands', 'Department of Psychology, College of Social Sciences and Humanities, Koç University, Istanbul, Turkey', 'SoftBank Robotics, Paris, France']","['Tony Belpaeme,\xa0James Kennedy,\xa0Fotios Papadopoulos\xa0&\xa0Christopher D. Wallbridge', 'Tony Belpaeme', 'Paul Vogt,\xa0Mirjam de Haas,\xa0Bram Willemsen,\xa0Jan de Wit\xa0&\xa0Emiel Krahmer', 'Kirsten Bergmann,\xa0Thorsten Schodde,\xa0Laura Hoffmann\xa0&\xa0Stefan Kopp', 'Rianne van den Berghe,\xa0Ora Oudgenoeg-Paz\xa0&\xa0Josje Verhagen', 'Tilbe Göksun,\xa0Junko Kanero,\xa0Aylin C. Küntay,\xa0Vasfiye Geçkin,\xa0Ezgi Mamus\xa0&\xa0Cansu Oranç', 'Jean-Marc Montanier\xa0&\xa0Amit Kumar Pandey']"
Sociorobotics,"['University of Kansas, Lawrence, KS, USA', 'Qatar University, Doha, Qatar', 'Georgia Institute of Technology, Atlanta, GA, USA', 'University Carlos III de Madrid, Madrid, Spain', 'Wichita State University, Wichita, KS, USA']","['Arvin Agah', 'John-John Cabibihan', 'Ayanna Howard', 'Miguel A. Salichs', 'Hongsheng He']"
Faces of Emotion: Investigating Emotional Facial Expressions Towards a Robot,"['University of Würzburg, Würzburg, Germany']",['Isabelle M. Menne\xa0&\xa0Frank Schwab']
The Essence of Ethical Reasoning in Robot-Emotion Processing,"['Centre for Artificial Intelligence (CAI), University of Technology Sydney, Sydney, Australia']","['Suman Ojha,\xa0Mary-Anne Williams\xa0&\xa0Benjamin Johnston']"
Human–Robot Facial Expression Reciprocal Interaction Platform: Case Studies on Children with Autism,"['Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Faculty of Humanities, West Tehran Branch, Islamic Azad University, Tehran, Iran']","['Ali Ghorbandaei\xa0Pour,\xa0Alireza Taheri,\xa0Minoo Alemi\xa0&\xa0Ali Meghdari', 'Minoo Alemi']"
Teaching Robot Navigation Behaviors to Optimal RRT Planners,"['School of Engineering, Universidad Pablo de Olavide, Crta. Utrera km 1, Seville, Spain', 'Department of System Engineering and Automation, University of Seville, Camino de los Descubrimientos, s/n, Seville, Spain']","['Noé Pérez-Higueras\xa0&\xa0Luis Merino', 'Fernando Caballero']"
Developing a Prototyping Method for Involving Children in the Design of Classroom Robots,"['Department of Information Technology, Uppsala University, Uppsala, Sweden', 'Design, Technology and Society Program, Koç University, Istanbul, Turkey', 'KUAR, Media and Visual Arts Department, Koç University, Istanbul, Turkey', 'Department of Applied IT, University of Gothenburg, Gothenburg, Sweden']","['Mohammad Obaid', 'Gökçe Elif Baykal', 'Asım Evren Yantaç', 'Wolmet Barendregt']"
Socially Assistive Robot for Providing Recommendations: Comparing a Humanoid Robot with a Mobile Application,"['Department of Physics, University of Naples Federico II, Naples, Italy', 'Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy']","['Silvia Rossi\xa0&\xa0Anna Tamburro', 'Mariacarla Staffa']"
Analyzing the Impact of Different Feature Queries in Active Learning for Social Robots,"['Department of Systems Engineering and Automation, Universidad Carlos III de Madrid, Leganés, Spain']","['V. Gonzalez-Pacheco,\xa0M. Malfaz,\xa0A. Castro-Gonzalez,\xa0J. C. Castillo,\xa0F. Alonso\xa0&\xa0M. A. Salichs']"
Avoiding the Content Treadmill for Robot Personalities,"['Misty Robotics, Inc., 2540 Frontier Ave., Suite 101, Boulder, CO, 80301, USA']",['Daniel H. Grollman']
Editorial,"['Social Robotics Laboratory, Smart Systems Institute, National University of Singapore, Singapore, Singapore', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Oussama Khatib']"
Can Human–Robot Interaction Promote the Same Depth of Social Information Processing as Human–Human Interaction?,"['Human-Computer Interaction Lab., Department of Computer Science, Hanyang University, 222 Wangsimni-ro, Seongdong-gu, Seoul, 133-791, South Korea', 'Computer Graphics & Animation Lab., Department of Computer Science, Hanyang University, 222 Wangsimni-ro, Seongdong-gu, Seoul, 133-791, South Korea']","['Mingyu Kim\xa0&\xa0Kwanguk Kim', 'Taesoo Kwon']"
iSocioBot: A Multimodal Interactive Social Robot,"['Department of Electronic Systems, Aalborg University, Fredrik Bajers Vej 7B, 9220, Aalborg, Denmark', 'Bang and Olufsen A/S, Peter Bangs Vej 15, 7600, Struer, Denmark', 'MV-Nordic, Lucernemarken 17, 5260, Odense, Denmark']","['Zheng-Hua Tan,\xa0Nicolai Bæk Thomsen,\xa0Xiaodong Duan,\xa0Evgenios Vlachos\xa0&\xa0Morten Højfeldt Rasmussen', 'Sven Ewan Shepstone', 'Jesper Lisby Højvang']"
"Human–Robot Interaction in Autism Treatment: A Case Study on Three Pairs of Autistic Children as Twins, Siblings, and Classmates","['Social & Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Faculty of Humanities, Islamic Azad University, West Tehran Branch, Tehran, Iran', 'Institute for Cognitive and Brain Sciences (ICBS), Shahid Beheshti University, Tehran, Iran', 'Center for the Treatment of Autistic Disorders (CTAD), Tehran, Iran']","['Alireza Taheri,\xa0Ali Meghdari\xa0&\xa0Minoo Alemi', 'Minoo Alemi', 'Hamidreza Pouretemad', 'Alireza Taheri\xa0&\xa0Hamidreza Pouretemad']"
Long-Term Cohabitation with a Social Robot: A Case Study of the Influence of Human Attachment Patterns,"['Wrocław University of Science and Technology, Wybrzeże Wyspiańskiego 27, 50-370, Wrocław, Poland', 'SWPS University of Social Sciences and Humanities, ul. Aleksandra Ostrowskiego 30b, 53-238, Wrocław, Poland']","['Michał Dziergwa,\xa0Mirela Kaczmarek,\xa0Paweł Kaczmarek\xa0&\xa0Jan Kędzierski', 'Karolina Wadas-Szydłowska']"
A Decision-Theoretic Approach for the Collaborative Control of a Smart Wheelchair,"['Department of Electrical Engineering, Polytechnique Montreal, Montreal, Canada', 'School of Computer Science, McGill University, Montreal, Canada', 'Carnegie Mellon University, Pittsburgh, PA, USA']","['Mahmoud Ghorbel\xa0&\xa0Richard Gourdeau', 'Joelle Pineau', 'Shervin Javdani\xa0&\xa0Siddhartha Srinivasa']"
Investigating People’s Rapport Building and Hindering Behaviors When Working with a Collaborative Robot,"['Department of Computer Science, University of Manitoba, Winnipeg, Canada', 'Department of Sociology, University of Manitoba, Winnipeg, Canada', 'Department of Linguistics, University of Manitoba, Winnipeg, Canada']","['Stela H. Seo,\xa0James E. Young\xa0&\xa0Andrea Bunt', 'Keelin Griffin\xa0&\xa0Susan Prentice', 'Verónica Loureiro-Rodríguez']"
The Effect of Emotions and Social Behavior on Performance in a Collaborative Serious Game Between Humans and Autonomous Robots,"['Department of Creative Technologies, Blekinge Institute of Technology, 371 79, Karlskrona, Sweden', 'Department of Technology and Aesthetics, Blekinge Institute of Technology, 371 79, Karlskrona, Sweden', 'Department of Computer Science, Linnaeus University, 351 95, Växjö, Sweden']","['Petar Jerčić\xa0&\xa0Veronica Sundstedt', 'Wei Wen', 'Johan Hagelbäck']"
How Do Communication Cues Change Impressions of Human–Robot Touch Interaction?,"['Intelligent Robotics and Communication Laboratories, ATR, 2-2-2 Hikaridai, Keihanna-Sci. City, Kyoto, Japan', 'Doshisha University, 1-3 Tatara Miyakodani, Kyotanabe-shi, Kyoto, Japan', 'Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, Japan']","['Takahiro Hirano,\xa0Masahiro Shiomi,\xa0Takamasa Iio,\xa0Mitsuhiko Kimoto\xa0&\xa0Norihiro Hagita', 'Takahiro Hirano,\xa0Mitsuhiko Kimoto,\xa0Ivan Tanev\xa0&\xa0Katsunori Shimohara', 'Takamasa Iio']"
Music to Motion: Using Music Information to Create Expressive Robot Motion,"['Electrical and Computer Engineering Department, Portland State University, 1900 SW Fourth Ave., Suite 160, Portland, OR, 97201, USA']",['Mathias Sunardi\xa0&\xa0Marek Perkowski']
"Mobile Service Robot State Revealing Through Expressive Lights: Formalism, Design, and Evaluation","['Robotics Institute, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, USA', 'Machine Learning Department, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, USA']","['Kim Baraka', 'Manuela M. Veloso']"
Preface,"['The National University of Singapore, Singapore, Republic of Singapore', 'Stanford University, San Francisco, USA']","['Shuzhi Sam Ge', 'Oussama Khatib']"
Robust Regression-Based Motion Perception for Online Imitation on Humanoid Robot,"['Shanghai Key Laboratory of Navigation and Location Based Services, Shanghai Jiao Tong University, Shanghai, China', 'Department of Automation, Shanghai Jiao Tong University, Shanghai, China', 'Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China']","['Tehao Zhu\xa0&\xa0Qunfei Zhao', 'Tehao Zhu,\xa0Qunfei Zhao\xa0&\xa0Weibing Wan', 'Zeyang Xia']"
Don’t Stare at Me: The Impact of a Humanoid Robot’s Gaze upon Trust During a Cooperative Human–Robot Visual Task,"['MARCS Institute, Western Sydney University, Milperra, NSW, Australia']",['Christopher John Stanton\xa0&\xa0Catherine J. Stevens']
The Sense of Commitment in Human–Robot Interaction,"['Department of Cognitive Science, Central European University, Oktober 6 Utca 7, Budapest, 1051, Hungary', 'Center for Subjectivity Research Copenhagen University, Njalsgade 140-142, Building 25, 5th floor, 2300, Copenhagen, Denmark']","['John Michael', 'Alessandro Salice']"
The Influence of Politeness Behavior on User Compliance with Social Robots in a Healthcare Service Setting,"['Sungkyul University, Anyang, Kyunggi-do, Republic of Korea', 'Kyung Hee University, Hoegi-dong, Dondaemun-gu, Seoul, Republic of Korea']","['Namyeon Lee', 'Jeonghun Kim,\xa0Eunji Kim\xa0&\xa0Ohbyung Kwon']"
On the Imitation of Goal Directed Movements of a Humanoid Robot,"['Human Technology Interaction, Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands']",['Yunqing Bao\xa0&\xa0Raymond H. Cuijpers']
Cooperative Human–Robot Planning with Team Reasoning,"['Department of Culture and Society, Aarhus University, Jens Chr. Skous Vej 7, 8000, Aarhus C, Denmark']",['Raul Hakli']
Automatic Affect Perception Based on Body Gait and Posture: A Survey,"['University of Wollongong, Wollongong, Australia']","['Benjamin Stephens-Fripp,\xa0Fazel Naghdy,\xa0David Stirling\xa0&\xa0Golshah Naghdy']"
Automatically Classifying User Engagement for Dynamic Multi-party Human–Robot Interaction,"['School of Computing Science, University of Glasgow, Glasgow, UK', 'Fortiss GmbH, Munich, Germany', 'Bristol Robotics Laboratory, University of the West of England, Bristol, UK']","['Mary Ellen Foster', 'Andre Gaschler', 'Manuel Giuliani']"
Learning Legible Motion from Human–Robot Interactions,"['Flowers Team, An Inria Bordeaux and ENSTA-Paristech joint-lab, Paris, France', 'Flowers Team, An Inria Bordeaux and ENSTA-Paristech joint-lab, Bordeaux, France', 'INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal', 'German Aerospace Center (DLR), Institute of Robotics and Mechatronics, Wessling, Germany']","['Baptiste Busch,\xa0Jonathan Grizou,\xa0Manuel Lopes\xa0&\xa0Freek Stulp', 'Baptiste Busch,\xa0Jonathan Grizou,\xa0Manuel Lopes\xa0&\xa0Freek Stulp', 'Manuel Lopes', 'Freek Stulp']"
A Collaborative Homeostatic-Based Behavior Controller for Social Robots in Human–Robot Interaction Experiments,"['Robotics and Multibody Mechanics Research Group, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium', 'Department of Clinical and Life Span Psychology Group, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium', 'Flanders Make, Strategic Research Centre Manufacturing Industry, Lommel, Belgium']","['Hoang-Long Cao,\xa0Pablo Gómez\xa0Esteban,\xa0De Beir Albert,\xa0Greet Van de Perre,\xa0Dirk Lefeber\xa0&\xa0Bram Vanderborght', 'Ramona Simut', 'Hoang-Long Cao,\xa0Pablo Gómez\xa0Esteban,\xa0De Beir Albert,\xa0Greet Van de Perre,\xa0Dirk Lefeber\xa0&\xa0Bram Vanderborght']"
Preface,"['Social Robotics Laboratory, Interactive Digital Media Institute, National University of Singapore, Singapore, Singapore', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Oussama Khatib']"
Perceived Comfortableness of Anthropomorphized Robots in U.S. and Japan,"['Institute of Innovation for Future Society, Nagoya University, Furo-cho, Chikusa-ku, Nagoya, Aichi, 464-8601, Japan', 'Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyamacho, Toyonaka, Osaka, 560-8531, Japan']","['Hiroko Kamide', 'Tatsuo Arai']"
Stroke Reasoning for Robotic Chinese Calligraphy Based on Complete Feature Sets,"['Department of Automation, Shanghai Jiao Tong University, Shanghai, 200240, China']",['Zhe Ma\xa0&\xa0Jianbo Su']
Cooperative Dynamic Manipulation of Unknown Flexible Objects,"['Department of Electrical and Computer Engineering, Chair of Automatic Control Engineering (LSR), Technical University of Munich, Munich, Germany', 'Institute for Advanced Study, Technical University of Munich, Munich, Germany', 'Department of Electrical and Computer Engineering, Chair of Renewable and Sustainable Energy Systems (ENS), Technical University of Munich, Munich, Germany']","['Philine Donner,\xa0Jing Lu\xa0&\xa0Martin Buss', 'Philine Donner\xa0&\xa0Martin Buss', 'Franz Christange']"
A Feasibility Study Evaluating the Emotionally Expressive Robot SAM,"['Department of Psychology, University of Alabama at Birmingham, Campbell Hall, Suite 415, 1720 2nd Avenue South, Birmingham, AL, 35294, USA', 'Department of Psychology, Florida International University, Miami, FL, USA']","['Sarah A. Koch,\xa0Carl E. Stevens,\xa0Christian D. Clesi,\xa0Jenna B. Lebersfeld,\xa0Alyssa G. Sellers,\xa0Myriah E. McNew,\xa0Fred J. Biasini,\xa0Franklin R. Amthor\xa0&\xa0Maria I. Hopkins', 'Myriah E. McNew']"
"Robots, Rape, and Representation","['Department of Philosophy, Faculty of Arts, School of Philosophical, Historical, and International Studies, Monash University, Clayton, VIC, 3800, Australia', 'Monash Bioethics Centre, Monash University, Clayton, VIC, 3800, Australia', 'ARC Centre of Excellence for Electromaterials Science, Monash University, Clayton, VIC, 3800, Australia']","['Robert Sparrow', 'Robert Sparrow', 'Robert Sparrow']"
Avoiding Playfulness Gone Wrong: Exploring Multi-objective Reaching Motion Generation in a Social Robot,"['School of Information Technology, Halmstad University, Halmstad, Halland, Sweden']",['Martin Cooney\xa0&\xa0Anita Sant’Anna']
Non-human Looking Robot Arms Induce Illusion of Embodiment,"['CNRS-AIST Joint Robotics Laboratory (JRL), UMI3218/RL, National Institute of Advanced Industrial Science and Technology (AIST), Central 1, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8560, Japan', 'CNRS-UM LIRMM, Interactive Digital Human Group, UMR5506, Montpellier, France', 'National Institute of Advanced Industrial Science and Technology (AIST), Central 1, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8560, Japan']","['Laura Aymerich-Franch,\xa0Damien Petit,\xa0Gowrishankar Ganesh\xa0&\xa0Abderrahmane Kheddar', 'Damien Petit,\xa0Gowrishankar Ganesh\xa0&\xa0Abderrahmane Kheddar', 'Laura Aymerich-Franch']"
