Title,Authors,Keywords
iSocioBot: A Multimodal Interactive Social Robot,"'Zheng-Hua Tan', 'Nicolai Bæk Thomsen', 'Xiaodong Duan', 'Evgenios Vlachos', 'Sven Ewan Shepstone', 'Morten Højfeldt Rasmussen', 'Jesper Lisby Højvang'","'Social robot', 'Human robot interaction', 'Speech processing', 'Image processing'"
"Human–Robot Interaction in Autism Treatment: A Case Study on Three Pairs of Autistic Children as Twins, Siblings, and Classmates","'Alireza Taheri', 'Ali Meghdari', 'Minoo Alemi', 'Hamidreza Pouretemad'","'Autism spectrum disorders', 'Human–Robot interaction', 'Joint attention', 'Imitation', 'Humanoid robot', 'Social skills'"
Long-Term Cohabitation with a Social Robot: A Case Study of the Influence of Human Attachment Patterns,"'Michał Dziergwa', 'Mirela Kaczmarek', 'Paweł Kaczmarek', 'Jan Kędzierski', 'Karolina Wadas-Szydłowska'","'Social robot', 'Robot control', 'Emotions', 'Long-term study', 'HRI', 'Attachment theory'"
A Decision-Theoretic Approach for the Collaborative Control of a Smart Wheelchair,"'Mahmoud Ghorbel', 'Joelle Pineau', 'Richard Gourdeau', 'Shervin Javdani', 'Siddhartha Srinivasa'","'First keyword', 'Second keyword', 'More'"
Investigating People’s Rapport Building and Hindering Behaviors When Working with a Collaborative Robot,"'Stela H. Seo', 'Keelin Griffin', 'James E. Young', 'Andrea Bunt', 'Susan Prentice', 'Verónica Loureiro-Rodríguez'","'Human–robot interaction', 'Social robotics', 'Industrial team-work robots', 'Rapport'"
The Effect of Emotions and Social Behavior on Performance in a Collaborative Serious Game Between Humans and Autonomous Robots,"'Petar Jerčić', 'Wei Wen', 'Johan Hagelbäck', 'Veronica Sundstedt'","'Autonomous robots', 'Serious games', 'Collaborative play', 'Social interaction', 'Robot-assisted play', 'Emotions'"
How Do Communication Cues Change Impressions of Human–Robot Touch Interaction?,"'Takahiro Hirano', 'Masahiro Shiomi', 'Takamasa Iio', 'Mitsuhiko Kimoto', 'Ivan Tanev', 'Katsunori Shimohara', 'Norihiro Hagita'","'Human–robot interaction', 'Haptic interaction', 'Touch', 'Communication cue'"
Music to Motion: Using Music Information to Create Expressive Robot Motion,"'Mathias Sunardi', 'Marek Perkowski'","'Robot theater', 'Humanoid robot', 'Robot animation', 'Artistic robot', 'Motion generation'"
"Mobile Service Robot State Revealing Through Expressive Lights: Formalism, Design, and Evaluation","'Kim Baraka', 'Manuela M. Veloso'","'Robot transparency', 'Expressive lights', 'Non-verbal robot communication', 'Mobile service robots'"
Robust Regression-Based Motion Perception for Online Imitation on Humanoid Robot,"'Tehao Zhu', 'Qunfei Zhao', 'Weibing Wan', 'Zeyang Xia'","'Human robot interaction', 'Motion perception', 'Human motion imitation', 'Robust regression', 'Arc Tangent Square'"
Don’t Stare at Me: The Impact of a Humanoid Robot’s Gaze upon Trust During a Cooperative Human–Robot Visual Task,"'Christopher John Stanton', 'Catherine J. Stevens'","'Trust', 'Nonverbal communication', 'Gaze', 'Human–robot interaction'"
The Sense of Commitment in Human–Robot Interaction,"'John Michael', 'Alessandro Salice'","'Commitment', 'Trust', 'Human–robot interaction', 'Joint action', 'Cooperation', 'Coordination'"
The Influence of Politeness Behavior on User Compliance with Social Robots in a Healthcare Service Setting,"'Namyeon Lee', 'Jeonghun Kim', 'Eunji Kim', 'Ohbyung Kwon'","'Human–robot interaction', 'Social robot', 'Compliance', 'Social exchange theory', 'Politeness theory'"
On the Imitation of Goal Directed Movements of a Humanoid Robot,"'Yunqing Bao', 'Raymond H. Cuijpers'","'Theory of mind', 'The GOADI theory', 'Human–robot Interaction', 'Turn-taking', 'Eye-gaze'"
Cooperative Human–Robot Planning with Team Reasoning,'Raul Hakli',"'Cooperative problem solving', 'Multi-agent planning', 'Human–robot interaction', 'Group agency', 'Team reasoning', 'We-mode'"
Automatic Affect Perception Based on Body Gait and Posture: A Survey,"'Benjamin Stephens-Fripp', 'Fazel Naghdy', 'David Stirling', 'Golshah Naghdy'","'Affect recognition', 'Body gesture', 'Gait recognition', 'Human emotion recognition'"
Automatically Classifying User Engagement for Dynamic Multi-party Human–Robot Interaction,"'Mary Ellen Foster', 'Andre Gaschler', 'Manuel Giuliani'","'Human–robot interaction', 'User engagement classification', 'Joint action', 'Socially appropriate behaviour', 'Multi-party interaction'"
Learning Legible Motion from Human–Robot Interactions,"'Baptiste Busch', 'Jonathan Grizou', 'Manuel Lopes', 'Freek Stulp'","'Human–robot interaction (HRI)', 'Legible motion', 'Implicit coordination', 'Reinforcement learning (RL)'"
A Collaborative Homeostatic-Based Behavior Controller for Social Robots in Human–Robot Interaction Experiments,"'Hoang-Long Cao', 'Pablo Gómez\xa0Esteban', 'De Beir Albert', 'Ramona Simut', 'Greet Van de Perre', 'Dirk Lefeber', 'Bram Vanderborght'","'Homeostasis', 'Behavior controller', 'Social robot', 'Joint action'"
Perceived Comfortableness of Anthropomorphized Robots in U.S. and Japan,"'Hiroko Kamide', 'Tatsuo Arai'","'Comfortableness', 'Human essence', 'Japan', 'U.S'"
Stroke Reasoning for Robotic Chinese Calligraphy Based on Complete Feature Sets,"'Zhe Ma', 'Jianbo Su'","'Complete feature sets', 'Stroke reasoning', 'Decision tree', 'Hierarchical reasoning pyramid'"
Cooperative Dynamic Manipulation of Unknown Flexible Objects,"'Philine Donner', 'Franz Christange', 'Jing Lu', 'Martin Buss'","'Physical human–robot interaction', 'Cooperative manipulators', 'Adaptive control', 'Dynamics', 'Haptics', 'Intention estimation'"
A Feasibility Study Evaluating the Emotionally Expressive Robot SAM,"'Sarah A. Koch', 'Carl E. Stevens', 'Christian D. Clesi', 'Jenna B. Lebersfeld', 'Alyssa G. Sellers', 'Myriah E. McNew', 'Fred J. Biasini', 'Franklin R. Amthor', 'Maria I. Hopkins'","'Autism spectrum disorder (ASD)', 'Social robot', 'Human–robot interaction', 'Emotion recognition', 'Engagement'"
"Robots, Rape, and Representation",'Robert Sparrow',"'Robots', 'Sex robots', 'Ethics', 'Rape', 'Representation', 'HRI'"
Avoiding Playfulness Gone Wrong: Exploring Multi-objective Reaching Motion Generation in a Social Robot,"'Martin Cooney', 'Anita Sant’Anna'","'Entertainment robotics', 'Motion generation', 'Social robotics', 'Playfulness', 'Reaching'"
Non-human Looking Robot Arms Induce Illusion of Embodiment,"'Laura Aymerich-Franch', 'Damien Petit', 'Gowrishankar Ganesh', 'Abderrahmane Kheddar'","'Humanoid robot embodiment', 'Non-human looking robot', 'Body ownership illusion', 'Rubber-hand illusion'"
Foundations of Visual Linear Human–Robot Interaction via Pointing Gesture Navigation,"'Michal Tölgyessy', 'Martin Dekan', 'František Duchoň', 'Jozef Rodina', 'Peter Hubinský', 'L’uboš Chovanec'","'HRI', 'HMI', 'Laws of linear HRI', 'Pointing gesture', 'Robot', 'Robot motion', 'Gesture recognition', 'Navigation', 'RGB-D', '3D sensor'"
"The Emotional, Cognitive, Physiological, and Performance Effects of Variable Time Delay in Robotic Teleoperation","'Euijung Yang', 'Michael C. Dorneich'","'Human-robot interaction', 'Emotion', 'Variable time delay', 'Electrodermal activity', 'Task performance'"
Development of a Framework for Human–Robot interactions with Indian Sign Language Using Possibility Theory,"'Neha Baranwal', 'Avinash Kumar Singh', 'G. C. Nandi'","'Gesture recognition', 'ISL', 'NAO robot', 'Wavelet descriptor'"
Fear of Autonomous Robots and Artificial Intelligence: Evidence from National Representative Data with Probability Sampling,"'Yuhua Liang', 'Seungcheol Austin Lee'","'Fear', 'Autonomous robots', 'Artificial intelligence', 'Survey', 'National sample'"
Case Report: Implications of Doing Research on Socially Assistive Robots in Real Homes,"'Susanne Frennert', 'Håkan Eftring', 'Britt Östlund'","'Social robots', 'Older people', 'Science and technology studies', 'Case report', 'Everyday life'"
The Effects of Organism- Versus Object-Based Robot Design Approaches on the Consumer Acceptance of Domestic Robots,"'Sonya S. Kwak', 'Jun San Kim', 'Jung Ju Choi'","'Robot designs', 'Organism-based robot', 'Object-based robot', 'Human–Robot interaction', 'Consumer acceptance', 'Categorization'"
Automated Prediction of Extraversion During Human–Humanoid Interaction,"'Salvatore Maria Anzalone', 'Giovanna Varni', 'Serena Ivaldi', 'Mohamed Chetouani'","'Social robotics', 'Personality computing', 'Social signal processing', 'Nonverbal behavior'"
High-Speed Object Tracking with Its Application in Golf Playing,"'Congyi Lyu', 'Yunhui Liu', 'Xin Jiang', 'Peng Li', 'Haoyao Chen'","'High-speed object tracking', 'Multi-feature fusion', 'Visual servoing', 'Motion prediction', 'Golf ball tracking'"
Evaluating the Child–Robot Interaction of the NAOTherapist Platform in Pediatric Rehabilitation,"'José Carlos Pulido', 'José Carlos González', 'Cristina Suárez-Mejías', 'Antonio Bandera', 'Pablo Bustos', 'Fernando Fernández'","'Social human–robot interaction', 'Rehabilitation robotics', 'Socially assistive robotics', 'Control architectures and programming', 'Automated planning'"
A Long-Term Autonomous Robot at a Care Hospital: A Mixed Methods Study on Social Acceptance and Experiences of Staff and Older Adults,"'Denise Hebesberger', 'Tobias Koertner', 'Christoph Gisinger', 'Jürgen Pripfl'","'Acceptance', 'User-experience', 'Elder-care', 'Long-term autonomous robot', 'HRI', 'Real-world deplyoment'"
How a Minimally Designed Robot can Help Implicitly Maintain the Communication Protocol,"'Khaoula Youssef', 'Michio Okada'","'Dual coding', 'Inarticulate utterance', 'Protocol of communication', 'Recall'"
An Indoor Navigation Service Robot System Based on Vibration Tactile Feedback,"'Huang Peng', 'Guangming Song', 'Jian You', 'Ying Zhang', 'Jie Lian'","'Indoor navigation', 'Service robot', 'Vibration tactile feedback', 'Human-guidance algorithm', 'Trajectory following'"
Acceptance of Social Robots by Elder People: Does Psychosocial Functioning Matter?,"'Stefanie Baisch', 'Thorsten Kolling', 'Arthur Schall', 'Saskia Rühl', 'Stefanie Selic', 'Ziyon Kim', 'Holger Rossberg', 'Barbara Klein', 'Johannes Pantel', 'Frank Oswald', 'Monika Knopf'","'Companion-type robots', 'Telepresence systems', 'Robot acceptance', 'User–technology fit', 'Everyday functioning', 'Psychosocial functioning'"
cBDI: Towards an Architecture for Human–Machine Collaboration,"'Adity Saikia', 'Shyamanta M. Hazarika'","'BDI systems', 'Human–agent collaboration', 'Rehabilitation robotics', 'ROS-USARSim', 'Assistance-as-required'"
Survey of Factors for the Prediction of Human Comfort with a Non-anthropomorphic Robot in Public Spaces,"'David C. May', 'Kristie J. Holler', 'Cindy L. Bethel', 'Lesley Strawderman', 'Daniel W. Carruth', 'John M. Usher'","'Human–robot interaction', 'Innovative technology', 'Robotics'"
The Berimbot: A Robotic Musical Instrument as an Outreach Tool for the Popularization of Science and Technology,"'Ivan Cardoso Monsão', 'Jés de Jesus Fiais Cerqueira', 'Augusto C. P. L. da Costa', 'José A. S. Dias'","'Outreach', 'Robotic musical instrument', 'Education', 'Science literacy', 'Mechatronics', 'Popularization of science and technology', 'Robot design'"
A Novel Human-Robot Cooperative Method for Upper Extremity Rehabilitation,"'Jing Bai', 'Aiguo Song', 'Baoguo Xu', 'Jieyan Nie', 'Huijun Li'","'Human-robot', 'Cooperative', 'Kinect', 'Rehabilitation', 'Hierarchical fuzzy control architecture'"
Teaching Robot’s Proactive Behavior Using Human Assistance,"'A. Garrell', 'M. Villamizar', 'F. Moreno-Noguer', 'A. Sanfeliu'","'Human robot interaction', 'Social robotics', 'Human-assisted learning'"
People’s Attitudes to Robots in Caring for the Elderly,"'John Hudson', 'Marta Orviska', 'Jan Hunady'","'Attitudes to robots', 'Care for the elderly', 'Age', 'Gender', 'Public expenditure'"
Exploiting the Robot Kinematic Redundancy for Emotion Conveyance to Humans as a Lower Priority Task,"'Josep-Arnau Claret', 'Gentiane Venture', 'Luis Basañez'","'Human–robot interaction', 'Social robotics', 'Emotion conveyance', 'Robot kinematics', 'Task priority', 'Pepper robot'"
Socio-Contextual Constraints for Human Approach with a Mobile Robot,"'Daniel Carton', 'Wiktor Olszowy', 'Dirk Wollherr', 'Martin Buss'","'Readability', 'Social acceptance', 'Optimal control', 'Human approach', 'Social navigation'"
Personal Greetings: Personalizing Robot Utterances Based on Novelty of Observed Behavior,"'Dylan F. Glas', 'Kanae Wada', 'Masahiro Shiomi', 'Takayuki Kanda', 'Hiroshi Ishiguro', 'Norihiro Hagita'","'Human–robot interaction', 'Social robots', 'Novelty detection', 'Greetings', 'Personalized interaction'"
Measuring the Uncanny Valley Effect,"'Chin-Chang Ho', 'Karl F. MacDorman'","'Anthropomorphism', 'Categorical perception', 'Cognitive bias', 'Psychometric scales', 'Social perception'"
Towards Engagement Models that Consider Individual Factors in HRI: On the Relation of Extroversion and Negative Attitude Towards Robots to Gaze and Speech During a Human–Robot Assembly Task,"'Serena Ivaldi', 'Sebastien Lefort', 'Jan Peters', 'Mohamed Chetouani', 'Joelle Provasi', 'Elisabetta Zibetti'","'Human–robot interaction', 'Social signals', 'Engagement', 'Personality'"
A Model for Generating Socially-Appropriate Deictic Behaviors Towards People,"'Phoebe Liu', 'Dylan F. Glas', 'Takayuki Kanda', 'Hiroshi Ishiguro', 'Norihiro Hagita'","'Human–robot interaction', 'Social robots', 'Pointing gestures', 'Deictic behavior'"
Interacting with Non-anthropomorphic Robotic Artworks and Interpreting Their Behaviour,"'Florent Levillain', 'Elisabetta Zibetti', 'Sébastien Lefort'","'Human-robot interaction', 'Behaviour', 'Non-anthropomorphic robot', 'Agency', 'Contemporary art'"
The Influence of Prior Expectations of a Robot’s Lifelikeness on Users’ Intentions to Treat a Zoomorphic Robot as a Companion,"'Maartje Margaretha Allegonda de Graaf', 'Somaya Ben Allouch'","'Companionship', 'Human–human relationships', 'Relationships with nonhumans', 'Human–robot relationships', 'Zoomorphic robots'"
On the Role of Affective Properties in Hedonic and Discriminant Haptic Systems,"'Matteo Bianchi', 'Gaetano Valenza', 'Antonio Lanata', 'Alberto Greco', 'Mimma Nardelli', 'Antonio Bicchi', 'Enzo Pasquale Scilingo'","'Tactile displays', 'Affective haptics', 'Human experiments'"
Teaching Psychomotor Skills to Autistic Children by Employing a Robotic Training Kit: A Pilot Study,"'Ramya S. Moorthy', 'S. Pugazhenthi'","'Psychomotor skills', 'Robotic training', 'Hand–eye coordination', 'Knowledge of directions', 'Palmar grasp'"
Does A Robot’s Touch Encourage Human Effort?,"'Masahiro Shiomi', 'Kayako Nakagawa', 'Kazuhiko Shinozawa', 'Reo Matsumura', 'Hiroshi Ishiguro', 'Norihiro Hagita'","'Communication robot', 'Touched by a robot', 'Motivation', 'Behavior change', 'Persuasion'"
Robots in Education and Care of Children with Developmental Disabilities: A Study on Acceptance by Experienced and Future Professionals,"'Daniela Conti', 'Santo Di\xa0Nuovo', 'Serafino Buono', 'Alessandro Di\xa0Nuovo'","'Socially assistive robotics', 'Rehabilitation and therapeutic tools', 'Unified theory of acceptance and use of technology (UTAUT)', 'Practitioners acceptance'"
Nonverbal Immediacy as a Characterisation of Social Behaviour for Human–Robot Interaction,"'James Kennedy', 'Paul Baxter', 'Tony Belpaeme'","'Nonverbal immediacy', 'Social behaviour', 'Robots for education', 'Social cues', 'Human–robot interaction'"
An Integrated Decision Making Approach for Adaptive Shared Control of Mobility Assistance Robots,"'Milad Geravand', 'Christian Werner', 'Klaus Hauer', 'Angelika Peer'","'Mobility assistance robot', 'Adaptive shared control', 'Decision making'"
An Improved Variable Spring Balance Position Impedance Control for a Complex Docking Structure,"'Bo Wei', 'Hui Li', 'Que Dong', 'Wenchen Ni', 'Zhihong Jiang', 'Bainan Zhang', 'Qiang Huang'","'Space robot', 'Impedance control', 'Multi-peg-in-hole docking', 'Forgetting factor function'"
Clinical Application of a Humanoid Robot in Pediatric Cancer Interventions,"'Minoo Alemi', 'Ashkan Ghanbarzadeh', 'Ali Meghdari', 'Leila Jafari Moghadam'","'Social robot-assisted therapy (SRAT)', 'Cancer', 'Anxiety', 'Anger', 'Depression'"
Human–Robot Gesture Analysis for Objective Assessment of Autism Spectrum Disorder,"'Indika B. Wijayasinghe', 'Isura Ranatunga', 'Namrata Balakrishnan', 'Nicoleta Bugnariu', 'Dan O. Popa'","'Human–robot interaction', 'Childhood autism', 'Gesture analysis', 'Dynamic time warping'"
