Title,Affiliation,Authors,Coordinates
iSocioBot: A Multimodal Interactive Social Robot,"'Department of Electronic Systems, Aalborg University, Fredrik Bajers Vej 7B, 9220, Aalborg, Denmark', 'Bang and Olufsen A/S, Peter Bangs Vej 15, 7600, Struer, Denmark', 'MV-Nordic, Lucernemarken 17, 5260, Odense, Denmark'","'Zheng-Hua Tan,\xa0Nicolai Bæk Thomsen,\xa0Xiaodong Duan,\xa0Evgenios Vlachos\xa0&\xa0Morten Højfeldt Rasmussen', 'Sven Ewan Shepstone', 'Jesper Lisby Højvang'","[(57.013888, 9.985833), (56.484302, 8.605376), (55.370623, 10.399111)]"
"Human–Robot Interaction in Autism Treatment: A Case Study on Three Pairs of Autistic Children as Twins, Siblings, and Classmates","'Social & Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Faculty of Humanities, Islamic Azad University, West Tehran Branch, Tehran, Iran', 'Institute for Cognitive and Brain Sciences (ICBS), Shahid Beheshti University, Tehran, Iran', 'Center for the Treatment of Autistic Disorders (CTAD), Tehran, Iran'","'Alireza Taheri,\xa0Ali Meghdari\xa0&\xa0Minoo Alemi', 'Minoo Alemi', 'Hamidreza Pouretemad', 'Alireza Taheri\xa0&\xa0Hamidreza Pouretemad'","[(35.7024933, 51.35171721214843), (35.664338799999996, 50.96991328785655), (35.8025136, 51.39325145475208), (35.6892523, 51.3896004)]"
Long-Term Cohabitation with a Social Robot: A Case Study of the Influence of Human Attachment Patterns,"'Wrocław University of Science and Technology, Wybrzeże Wyspiańskiego 27, 50-370, Wrocław, Poland', 'SWPS University of Social Sciences and Humanities, ul. Aleksandra Ostrowskiego 30b, 53-238, Wrocław, Poland'","'Michał Dziergwa,\xa0Mirela Kaczmarek,\xa0Paweł Kaczmarek\xa0&\xa0Jan Kędzierski', 'Karolina Wadas-Szydłowska'","[(51.107388, 17.0625114), (51.09493846349206, 16.97466711428571)]"
A Decision-Theoretic Approach for the Collaborative Control of a Smart Wheelchair,"'Department of Electrical Engineering, Polytechnique Montreal, Montreal, Canada', 'School of Computer Science, McGill University, Montreal, Canada', 'Carnegie Mellon University, Pittsburgh, PA, USA'","'Mahmoud Ghorbel\xa0&\xa0Richard Gourdeau', 'Joelle Pineau', 'Shervin Javdani\xa0&\xa0Siddhartha Srinivasa'","[(45.5045875, -73.612996), (45.50691775, -73.5791162596496), (40.444189699999995, -79.94271918393466)]"
Investigating People’s Rapport Building and Hindering Behaviors When Working with a Collaborative Robot,"'Department of Computer Science, University of Manitoba, Winnipeg, Canada', 'Department of Sociology, University of Manitoba, Winnipeg, Canada', 'Department of Linguistics, University of Manitoba, Winnipeg, Canada'","'Stela H. Seo,\xa0James E. Young\xa0&\xa0Andrea Bunt', 'Keelin Griffin\xa0&\xa0Susan Prentice', 'Verónica Loureiro-Rodríguez'","[(49.8091536, -97.13304179007197), (49.8091536, -97.13304179007197), (49.8091536, -97.13304179007197)]"
The Effect of Emotions and Social Behavior on Performance in a Collaborative Serious Game Between Humans and Autonomous Robots,"'Department of Creative Technologies, Blekinge Institute of Technology, 371 79, Karlskrona, Sweden', 'Department of Technology and Aesthetics, Blekinge Institute of Technology, 371 79, Karlskrona, Sweden', 'Department of Computer Science, Linnaeus University, 351 95, Växjö, Sweden'","'Petar Jerčić\xa0&\xa0Veronica Sundstedt', 'Wei Wen', 'Johan Hagelbäck'","[(56.182010149999996, 15.591007904064151), (56.182010149999996, 15.591007904064151), (56.85491136666666, 14.8307048)]"
How Do Communication Cues Change Impressions of Human–Robot Touch Interaction?,"'Intelligent Robotics and Communication Laboratories, ATR, 2-2-2 Hikaridai, Keihanna-Sci. City, Kyoto, Japan', 'Doshisha University, 1-3 Tatara Miyakodani, Kyotanabe-shi, Kyoto, Japan', 'Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, Japan'","'Takahiro Hirano,\xa0Masahiro Shiomi,\xa0Takamasa Iio,\xa0Mitsuhiko Kimoto\xa0&\xa0Norihiro Hagita', 'Takahiro Hirano,\xa0Mitsuhiko Kimoto,\xa0Ivan Tanev\xa0&\xa0Katsunori Shimohara', 'Takamasa Iio'","[(34.7445855, 135.7654296), (34.802466, 135.771208), (34.8040284, 135.4506376)]"
Music to Motion: Using Music Information to Create Expressive Robot Motion,"'Electrical and Computer Engineering Department, Portland State University, 1900 SW Fourth Ave., Suite 160, Portland, OR, 97201, USA'",'Mathias Sunardi\xa0&\xa0Marek Perkowski',"[(45.51181205, -122.68492999382892)]"
"Mobile Service Robot State Revealing Through Expressive Lights: Formalism, Design, and Evaluation","'Robotics Institute, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, USA', 'Machine Learning Department, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, USA'","'Kim Baraka', 'Manuela M. Veloso'","[(40.444230899999994, -79.94337163609757), (40.444230899999994, -79.94337163609757)]"
Preface,"'The National University of Singapore, Singapore, Republic of Singapore', 'Stanford University, San Francisco, USA'","'Shuzhi Sam Ge', 'Oussama Khatib'","[(1.357107, 103.8194992), (37.7790262, -122.419906)]"
Robust Regression-Based Motion Perception for Online Imitation on Humanoid Robot,"'Shanghai Key Laboratory of Navigation and Location Based Services, Shanghai Jiao Tong University, Shanghai, China', 'Department of Automation, Shanghai Jiao Tong University, Shanghai, China', 'Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China'","'Tehao Zhu\xa0&\xa0Qunfei Zhao', 'Tehao Zhu,\xa0Qunfei Zhao\xa0&\xa0Weibing Wan', 'Zeyang Xia'","[(31.200891149999997, 121.4283949471511), (31.200891149999997, 121.4283949471511), (22.5950801, 113.9874581)]"
Don’t Stare at Me: The Impact of a Humanoid Robot’s Gaze upon Trust During a Cooperative Human–Robot Visual Task,"'MARCS Institute, Western Sydney University, Milperra, NSW, Australia'",'Christopher John Stanton\xa0&\xa0Catherine J. Stevens',"[(-33.94107085, 150.99077991424264)]"
The Sense of Commitment in Human–Robot Interaction,"'Department of Cognitive Science, Central European University, Oktober 6 Utca 7, Budapest, 1051, Hungary', 'Center for Subjectivity Research Copenhagen University, Njalsgade 140-142, Building 25, 5th floor, 2300, Copenhagen, Denmark'","'John Michael', 'Alessandro Salice'","[(47.5001779, 19.0512238), (55.6635138, 12.5895244)]"
The Influence of Politeness Behavior on User Compliance with Social Robots in a Healthcare Service Setting,"'Sungkyul University, Anyang, Kyunggi-do, Republic of Korea', 'Kyung Hee University, Hoegi-dong, Dondaemun-gu, Seoul, Republic of Korea'","'Namyeon Lee', 'Jeonghun Kim,\xa0Eunji Kim\xa0&\xa0Ohbyung Kwon'","[('', ''), (37.5688097, 127.0076192)]"
On the Imitation of Goal Directed Movements of a Humanoid Robot,"'Human Technology Interaction, Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands'",'Yunqing Bao\xa0&\xa0Raymond H. Cuijpers',"[(51.4486602, 5.4903995655080475)]"
Cooperative Human–Robot Planning with Team Reasoning,"'Department of Culture and Society, Aarhus University, Jens Chr. Skous Vej 7, 8000, Aarhus C, Denmark'",'Raul Hakli',"[('', '')]"
Automatic Affect Perception Based on Body Gait and Posture: A Survey,"'University of Wollongong, Wollongong, Australia'","'Benjamin Stephens-Fripp,\xa0Fazel Naghdy,\xa0David Stirling\xa0&\xa0Golshah Naghdy'","[(-34.40505545, 150.87834654727789)]"
Automatically Classifying User Engagement for Dynamic Multi-party Human–Robot Interaction,"'School of Computing Science, University of Glasgow, Glasgow, UK', 'Fortiss GmbH, Munich, Germany', 'Bristol Robotics Laboratory, University of the West of England, Bristol, UK'","'Mary Ellen Foster', 'Andre Gaschler', 'Manuel Giuliani'","[(55.872315349999994, -4.289219112981823), (48.1371079, 11.5753822), (51.50076785, -2.5503106339491204)]"
Learning Legible Motion from Human–Robot Interactions,"'Flowers Team, An Inria Bordeaux and ENSTA-Paristech joint-lab, Paris, France', 'Flowers Team, An Inria Bordeaux and ENSTA-Paristech joint-lab, Bordeaux, France', 'INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal', 'German Aerospace Center (DLR), Institute of Robotics and Mechatronics, Wessling, Germany'","'Baptiste Busch,\xa0Jonathan Grizou,\xa0Manuel Lopes\xa0&\xa0Freek Stulp', 'Baptiste Busch,\xa0Jonathan Grizou,\xa0Manuel Lopes\xa0&\xa0Freek Stulp', 'Manuel Lopes', 'Freek Stulp'","[(48.8534951, 2.3483915), (44.841225, -0.5800364), (38.74792145, -9.153768696778986), (48.0739105, 11.2523969)]"
A Collaborative Homeostatic-Based Behavior Controller for Social Robots in Human–Robot Interaction Experiments,"'Robotics and Multibody Mechanics Research Group, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium', 'Department of Clinical and Life Span Psychology Group, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium', 'Flanders Make, Strategic Research Centre Manufacturing Industry, Lommel, Belgium'","'Hoang-Long Cao,\xa0Pablo Gómez\xa0Esteban,\xa0De Beir Albert,\xa0Greet Van de Perre,\xa0Dirk Lefeber\xa0&\xa0Bram Vanderborght', 'Ramona Simut', 'Hoang-Long Cao,\xa0Pablo Gómez\xa0Esteban,\xa0De Beir Albert,\xa0Greet Van de Perre,\xa0Dirk Lefeber\xa0&\xa0Bram Vanderborght'","[(50.822552900000005, 4.395486914424975), (50.822552900000005, 4.395486914424975), (51.1991486, 5.311822969991465)]"
Preface,"'Social Robotics Laboratory, Interactive Digital Media Institute, National University of Singapore, Singapore, Singapore', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA'","'Shuzhi Sam Ge', 'Oussama Khatib'","[(1.31963845, 103.81870487181146), (37.431313849999995, -122.16936535498309)]"
Perceived Comfortableness of Anthropomorphized Robots in U.S. and Japan,"'Institute of Innovation for Future Society, Nagoya University, Furo-cho, Chikusa-ku, Nagoya, Aichi, 464-8601, Japan', 'Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyamacho, Toyonaka, Osaka, 560-8531, Japan'","'Hiroko Kamide', 'Tatsuo Arai'","[(35.15330865, 136.96778056540737), (34.7862025, 135.4737093)]"
Stroke Reasoning for Robotic Chinese Calligraphy Based on Complete Feature Sets,"'Department of Automation, Shanghai Jiao Tong University, Shanghai, 200240, China'",'Zhe Ma\xa0&\xa0Jianbo Su',"[(31.02755475, 121.4323083995197)]"
Cooperative Dynamic Manipulation of Unknown Flexible Objects,"'Department of Electrical and Computer Engineering, Chair of Automatic Control Engineering (LSR), Technical University of Munich, Munich, Germany', 'Institute for Advanced Study, Technical University of Munich, Munich, Germany', 'Department of Electrical and Computer Engineering, Chair of Renewable and Sustainable Energy Systems (ENS), Technical University of Munich, Munich, Germany'","'Philine Donner,\xa0Jing Lu\xa0&\xa0Martin Buss', 'Philine Donner\xa0&\xa0Martin Buss', 'Franz Christange'","[(48.2655696, 11.669345610437997), (48.2655696, 11.669345610437997), (48.2655696, 11.669345610437997)]"
A Feasibility Study Evaluating the Emotionally Expressive Robot SAM,"'Department of Psychology, University of Alabama at Birmingham, Campbell Hall, Suite 415, 1720 2nd Avenue South, Birmingham, AL, 35294, USA', 'Department of Psychology, Florida International University, Miami, FL, USA'","'Sarah A. Koch,\xa0Carl E. Stevens,\xa0Christian D. Clesi,\xa0Jenna B. Lebersfeld,\xa0Alyssa G. Sellers,\xa0Myriah E. McNew,\xa0Fred J. Biasini,\xa0Franklin R. Amthor\xa0&\xa0Maria I. Hopkins', 'Myriah E. McNew'","[(33.5016153, -86.80604756076488), (25.7553898, -80.3762832779774)]"
"Robots, Rape, and Representation","'Department of Philosophy, Faculty of Arts, School of Philosophical, Historical, and International Studies, Monash University, Clayton, VIC, 3800, Australia', 'Monash Bioethics Centre, Monash University, Clayton, VIC, 3800, Australia', 'ARC Centre of Excellence for Electromaterials Science, Monash University, Clayton, VIC, 3800, Australia'","'Robert Sparrow', 'Robert Sparrow', 'Robert Sparrow'","[(-37.9110099, 145.13181513333333), (-37.91412095, 145.13167281466212), (-37.91412095, 145.13167281466212)]"
Avoiding Playfulness Gone Wrong: Exploring Multi-objective Reaching Motion Generation in a Social Robot,"'School of Information Technology, Halmstad University, Halmstad, Halland, Sweden'",'Martin Cooney\xa0&\xa0Anita Sant’Anna',"[(56.66340325, 12.87929726897123)]"
Non-human Looking Robot Arms Induce Illusion of Embodiment,"'CNRS-AIST Joint Robotics Laboratory (JRL), UMI3218/RL, National Institute of Advanced Industrial Science and Technology (AIST), Central 1, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8560, Japan', 'CNRS-UM LIRMM, Interactive Digital Human Group, UMR5506, Montpellier, France', 'National Institute of Advanced Industrial Science and Technology (AIST), Central 1, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8560, Japan'","'Laura Aymerich-Franch,\xa0Damien Petit,\xa0Gowrishankar Ganesh\xa0&\xa0Abderrahmane Kheddar', 'Damien Petit,\xa0Gowrishankar Ganesh\xa0&\xa0Abderrahmane Kheddar', 'Laura Aymerich-Franch'","[(36.0833265, 140.077279), (43.6112422, 3.8767337), (36.0833265, 140.077279)]"
Foundations of Visual Linear Human–Robot Interaction via Pointing Gesture Navigation,"'Institute of Control and Industrial Informatics, Slovak University of Technology in Bratislava, Ilkovičova 3, 812 19, Bratislava, Slovakia'","'Michal Tölgyessy,\xa0Martin Dekan,\xa0František Duchoň,\xa0Jozef Rodina,\xa0Peter Hubinský\xa0&\xa0L’uboš Chovanec'","[(48.152523099999996, 17.07312386312003)]"
"The Emotional, Cognitive, Physiological, and Performance Effects of Variable Time Delay in Robotic Teleoperation","'Industrial and Manufacturing Systems Department, Iowa State University, 3004 Black Engineering Building, Ames, IA, 50011-2164, USA'",'Euijung Yang\xa0&\xa0Michael C. Dorneich',"[(42.02790455, -93.6446129710682)]"
Development of a Framework for Human–Robot interactions with Indian Sign Language Using Possibility Theory,"'Robotics and AI Lab, Indian Institute of Information Technology, Allahabad, India'","'Neha Baranwal,\xa0Avinash Kumar Singh\xa0&\xa0G. C. Nandi'","[(25.4297089, 81.7728296231581)]"
Fear of Autonomous Robots and Artificial Intelligence: Evidence from National Representative Data with Probability Sampling,"'Chapman University, 206 Doti Hall, 1 University Drive, Orange, CA, 92866, USA', 'Northern Kentucky University, 434 Griffin Hall, Highland Heights, KY, 41091, USA'","'Yuhua Liang', 'Seungcheol Austin Lee'","[(33.79338165, -117.85168957641582), (39.0346853, -84.46595983085443)]"
Preface,"'Social Robotics Laboratory, Interactive Digital Media Institute, The National University of Singapore, Singapore, Singapore', 'Artificial Intelligence Laboratory, Department of Computer Science, The Stanford University, Stanford, CA, USA'","'Shuzhi Sam Ge', 'Oussama Khatib'","[('', ''), (37.426540700000004, -122.17030545534064)]"
Case Report: Implications of Doing Research on Socially Assistive Robots in Real Homes,"'Department of Design Science, CERTEC, Lund, Sweden', 'School of Technology and Health, KTH Royal Institute of Technology, Stockholm, Sweden'","'Susanne Frennert\xa0&\xa0Håkan Eftring', 'Britt Östlund'","[(55.7029296, 13.1929449), (59.2016758, 17.6203201)]"
The Effects of Organism- Versus Object-Based Robot Design Approaches on the Consumer Acceptance of Domestic Robots,"'Department of Industrial Design, Ewha Womans University, 52, Ewhayeodae-gil, Seodaemun-gu, Seoul, 120-750, Korea', 'Data Analytics Department, KB Financial Group, Kookmin Bank 26, Gukjegeumyung-ro 8-gil, Yeongdeungpo-gu, Seoul, 07331, Korea'","'Sonya S. Kwak\xa0&\xa0Jung Ju Choi', 'Jun San Kim'","[(37.5591281, 126.9429083), ('', '')]"
Automated Prediction of Extraversion During Human–Humanoid Interaction,"'Laboratoire CHArt-THIM, EA4004, Université Paris 8, Saint-Denis, France', 'Institut des Systèmes Intelligents et de Robotique, UMR 7222, CNRS, Sorbonne Universités, UPMC Université Paris 6, Paris, France', 'LARSEN, Inria, Villers-lès-Nancy, France', 'Loria, UMR 7503, CNRS, Université de Lorraine, Vandoeuvre-lès-Nancy, France', 'Intelligent Autonomous Systems, TU Darmstadt, Darmstadt, Germany'","'Salvatore Maria Anzalone', 'Giovanna Varni\xa0&\xa0Mohamed Chetouani', 'Serena Ivaldi', 'Serena Ivaldi', 'Serena Ivaldi'","[(48.9463309, 2.3650855), (48.8456898, 2.3567338999999956), (48.6655909, 6.157693901599625), (48.6531455, 6.148756866727714), (49.86115175, 8.681943998674633)]"
High-Speed Object Tracking with Its Application in Golf Playing,"'The Intelligent Robotics Institute, School of Mechatronical Engineering, Beijing Institute of Technology, Beijing, People’s Republic of China', 'Department of Mechanical and Automation Engineering, Chinese University of Hong Kong, Shatin, Hong Kong', 'School of Mechatronical Engineering, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China'","'Congyi Lyu', 'Yunhui Liu', 'Xin Jiang,\xa0Peng Li\xa0&\xa0Haoyao Chen'","[(39.9578214, 116.3098236715735), (22.4009921, 114.2020731), (22.5445741, 114.0545429)]"
Evaluating the Child–Robot Interaction of the NAOTherapist Platform in Pediatric Rehabilitation,"'Computer Science and Engineering, Universidad Carlos III de Madrid, Av. de la Universidad 30, 28911, Madrid, Spain', 'Hospital Universitario Virgen del Rocío, Av. Manuel Siurot, s/n, 41013, Sevilla, Spain', 'Universidad de Málaga, Campus de Teatinos, s/n, 29071, Málaga, Spain', 'Robolab, Universidad de Extremadura, Campus Universitario, s/n, 10071, Cáceres, Spain'","'José Carlos Pulido,\xa0José Carlos González\xa0&\xa0Fernando Fernández', 'Cristina Suárez-Mejías', 'Antonio Bandera', 'Pablo Bustos'","[(40.33279735, -3.7653448525956508), (37.3622285, -5.982129), (36.538618, -4.6240231), (39.4794843, -6.3441617)]"
